chromosome,neutral_rate,observed_rate,RS
ACmerged_contig_10035,4.44,-1.32,5.76
ACmerged_contig_10035,4.44,-5.05,9.49
ACmerged_contig_10035,4.44,-0.556,4.996
ACmerged_contig_10035,4.44,3.4,1.04
ACmerged_contig_10035,4.44,3.53,0.91
ACmerged_contig_10035,4.44,-6.17,10.61
ACmerged_contig_10035,4.44,-8.88,13.32
ACmerged_contig_10035,4.44,-4.53,8.97
ACmerged_contig_10035,4.33,-0.508,4.838
ACmerged_contig_10035,4.33,-0.156,4.486
ACmerged_contig_10035,4.33,-1.45,5.78
ACmerged_contig_10035,4.33,3.42,0.91
ACmerged_contig_10035,4.33,0.498,3.832
ACmerged_contig_10035,4.33,-5.94,10.27
ACmerged_contig_10035,4.33,-1.48,5.81
ACmerged_contig_10035,4.33,1.89,2.44
ACmerged_contig_10035,4.33,0.496,3.834
ACmerged_contig_10035,4.33,-3.52,7.85
ACmerged_contig_10035,4.33,2.17,2.16
ACmerged_contig_10035,4.33,-2.7,7.03
ACmerged_contig_10035,4.33,3.29,1.04
ACmerged_contig_10035,4.33,-0.406,4.736
ACmerged_contig_10035,4.33,-6.57,10.9
ACmerged_contig_10035,4.33,-5.58,9.91
ACmerged_contig_10035,4.33,-0.156,4.486
ACmerged_contig_10035,4.33,0.496,3.834
ACmerged_contig_10035,4.33,-4.94,9.27
ACmerged_contig_10035,4.33,-0.615,4.945
ACmerged_contig_10035,4.33,-2.16,6.49
ACmerged_contig_10035,4.33,0.444,3.886
ACmerged_contig_10035,4.33,-0.759,5.089
ACmerged_contig_10035,4.33,-0.766,5.096
ACmerged_contig_10035,4.33,0.444,3.886
ACmerged_contig_10035,4.33,-8.66,12.99
ACmerged_contig_10035,4.44,3.4,1.04
ACmerged_contig_10035,4.44,-3.66,8.1
ACmerged_contig_10035,4.44,-1.79,6.23
ACmerged_contig_10035,4.44,-0.526,4.966
ACmerged_contig_10035,4.44,1.26,3.18
ACmerged_contig_10035,4.44,3.26,1.18
ACmerged_contig_10035,4.44,-6.1,10.54
ACmerged_contig_10035,4.44,-2.84,7.28
ACmerged_contig_10035,4.44,-5.91,10.35
ACmerged_contig_10035,4.44,-8.88,13.32
ACmerged_contig_10035,4.5,2.37,2.13
ACmerged_contig_10035,4.5,-2.22,6.72
ACmerged_contig_10035,4.46,3.41,1.05
ACmerged_contig_10035,4.46,0.142,4.318
ACmerged_contig_10035,4.46,1.19,3.27
ACmerged_contig_10035,4.46,-6,10.46
ACmerged_contig_10035,4.46,3.29,1.17
ACmerged_contig_10035,4.46,3.55,0.91
ACmerged_contig_10035,4.46,0.698,3.762
ACmerged_contig_10035,4.46,3.42,1.04
ACmerged_contig_10035,4.46,3.29,1.17
ACmerged_contig_10035,4.46,3.2,1.26
ACmerged_contig_10035,4.46,0.615,3.845
ACmerged_contig_10035,4.46,-1.5,5.96
ACmerged_contig_10035,4.46,0.142,4.318
ACmerged_contig_10035,4.46,-1.76,6.22
ACmerged_contig_10035,4.46,-8.93,13.39
ACmerged_contig_10035,4.46,0.142,4.318
ACmerged_contig_10035,4.46,1.68,2.78
ACmerged_contig_10035,4.46,-7.28,11.74
ACmerged_contig_10035,4.46,-0.698,5.158
ACmerged_contig_10035,4.46,-1.54,6
ACmerged_contig_10035,4.46,3.43,1.03
ACmerged_contig_10035,4.46,-3.12,7.58
ACmerged_contig_10035,4.46,-1.77,6.23
ACmerged_contig_10035,4.46,3.55,0.91
ACmerged_contig_10035,4.46,-2.31,6.77
ACmerged_contig_10035,4.46,-0.0357,4.4957
ACmerged_contig_10035,4.46,2.39,2.07
ACmerged_contig_10035,4.46,-0.302,4.762
ACmerged_contig_10035,4.46,-5,9.46
ACmerged_contig_10035,4.46,3.43,1.03
ACmerged_contig_10035,4.46,-0.0357,4.4957
ACmerged_contig_10035,4.46,-8.93,13.39
ACmerged_contig_10035,4.46,1.61,2.85
ACmerged_contig_10035,4.46,-4.86,9.32
ACmerged_contig_10035,4.46,3.35,1.11
ACmerged_contig_10035,4.46,3.26,1.2
ACmerged_contig_10035,4.46,0.698,3.762
ACmerged_contig_10035,4.46,-7.01,11.47
ACmerged_contig_10035,4.46,0.142,4.318
ACmerged_contig_10035,4.46,-0.0357,4.4957
ACmerged_contig_10035,4.46,-7.35,11.81
ACmerged_contig_10035,4.46,3.42,1.04
ACmerged_contig_10035,4.46,0.698,3.762
ACmerged_contig_10035,4.46,-6.6,11.06
ACmerged_contig_10035,4.46,-7.67,12.13
ACmerged_contig_10035,4.46,-8.93,13.39
ACmerged_contig_10035,4.46,0.698,3.762
ACmerged_contig_10035,4.46,3.43,1.03
ACmerged_contig_10035,4.46,0.142,4.318
ACmerged_contig_10035,4.46,-0.0357,4.4957
ACmerged_contig_10035,4.5,-2.17,6.67
ACmerged_contig_10035,4.5,-8.99,13.49
ACmerged_contig_10035,4.5,-5.76,10.26
ACmerged_contig_10035,4.5,3.45,1.05
ACmerged_contig_10035,4.5,0.00317,4.49683
ACmerged_contig_10035,4.5,-0.0219,4.5219
ACmerged_contig_10035,4.5,-0.436,4.936
ACmerged_contig_10035,4.5,0.179,4.321
ACmerged_contig_10035,4.5,-1.97,6.47
ACmerged_contig_10035,4.5,-1.39,5.89
ACmerged_contig_10035,4.5,2.61,1.89
ACmerged_contig_10035,4.5,0.736,3.764
ACmerged_contig_10035,4.5,-1.71,6.21
ACmerged_contig_10035,4.25,3.34,0.91
ACmerged_contig_10035,3.97,2.77,1.2
ACmerged_contig_10035,3.97,2.93,1.04
ACmerged_contig_10035,3.97,2.93,1.04
ACmerged_contig_10035,3.97,-3.05,7.02
ACmerged_contig_10035,3.97,-5.49,9.46
ACmerged_contig_10035,3.97,-1.31,5.28
ACmerged_contig_10035,3.87,-2.31,6.18
ACmerged_contig_10035,3.87,1.07,2.8
ACmerged_contig_10035,3.73,-3.77,7.5
ACmerged_contig_10035,2.96,0.556,2.404
ACmerged_contig_10035,2.96,1.12,1.84
ACmerged_contig_10035,2.96,1.1,1.86
ACmerged_contig_10035,2.84,1.62,1.22
ACmerged_contig_10035,2.84,-0.895,3.735
ACmerged_contig_10035,2.84,0.944,1.896
ACmerged_contig_10035,2.84,1.94,0.9
ACmerged_contig_10035,2.84,1.62,1.22
ACmerged_contig_10035,2.84,1.62,1.22
ACmerged_contig_10035,2.84,1.91,0.93
ACmerged_contig_10035,2.84,-0.46,3.3
ACmerged_contig_10035,2.84,-1.06,3.9
ACmerged_contig_10035,2.89,0.114,2.776
ACmerged_contig_10035,2.89,1.82,1.07
ACmerged_contig_10035,2.77,0.859,1.911
ACmerged_contig_10035,2.97,1.9,1.07
ACmerged_contig_10035,2.97,1.77,1.2
ACmerged_contig_10035,2.97,-0.201,3.171
ACmerged_contig_10035,2.97,2.06,0.91
ACmerged_contig_10035,2.97,0.818,2.152
ACmerged_contig_10035,2.97,1.79,1.18
ACmerged_contig_10035,2.97,0.508,2.462
ACmerged_contig_10035,2.97,1.9,1.07
ACmerged_contig_10035,2.75,0.35,2.4
ACmerged_contig_10035,2.75,1.57,1.18
ACmerged_contig_10035,2.75,-1.01,3.76
ACmerged_contig_10035,2.6,-0.644,3.244
ACmerged_contig_10035,2.6,0.484,2.116
ACmerged_contig_10035,2.6,-1.02,3.62
ACmerged_contig_10035,2.54,0.704,1.836
ACmerged_contig_10035,2.54,0.134,2.406
ACmerged_contig_10035,2.54,0.155,2.385
ACmerged_contig_10035,2.69,0.57,2.12
ACmerged_contig_10035,2.69,0.586,2.104
ACmerged_contig_10035,2.69,-0.542,3.232
ACmerged_contig_10035,2.69,-3.05,5.74
ACmerged_contig_10035,2.69,-0.139,2.829
ACmerged_contig_10035,2.69,0.838,1.852
ACmerged_contig_10035,2.75,-2.97,5.72
ACmerged_contig_10035,2.75,1.56,1.19
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.75,1.57,1.18
ACmerged_contig_10035,2.73,-5.47,8.2
ACmerged_contig_10035,2.71,-5.42,8.13
ACmerged_contig_10035,2.71,1.52,1.19
ACmerged_contig_10035,2.71,-5.42,8.13
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.75,0.337,2.413
ACmerged_contig_10035,2.68,-5.36,8.04
ACmerged_contig_10035,2.55,-5.09,7.64
ACmerged_contig_10035,2.55,-5.09,7.64
ACmerged_contig_10035,2.55,-5.09,7.64
ACmerged_contig_10035,3.2,-6.4,9.6
ACmerged_contig_10035,3.2,-6.4,9.6
ACmerged_contig_10035,2.71,-5.41,8.12
ACmerged_contig_10035,2.87,-5.74,8.61
ACmerged_contig_10035,2.87,-5.09,7.96
ACmerged_contig_10035,3.27,-0.344,3.614
ACmerged_contig_10035,3.27,-2.13,5.4
ACmerged_contig_10035,3.38,1.27,2.11
ACmerged_contig_10035,3.38,-0.386,3.766
ACmerged_contig_10035,3.55,-0.212,3.762
ACmerged_contig_10035,3.55,-1.7,5.25
ACmerged_contig_10035,3.55,-1.34,4.89
ACmerged_contig_10035,3.56,2.66,0.9
ACmerged_contig_10035,3.56,2.64,0.92
ACmerged_contig_10035,3.56,0.754,2.806
ACmerged_contig_10035,3.54,-2.77,6.31
ACmerged_contig_10035,3.54,-1.13,4.67
ACmerged_contig_10035,3.51,1.11,2.4
ACmerged_contig_10035,3.51,2.61,0.9
ACmerged_contig_10035,3.5,2.3,1.2
ACmerged_contig_10035,3.5,-2.67,6.17
ACmerged_contig_10035,3.51,-0.199,3.709
ACmerged_contig_10035,3.5,-0.241,3.741
ACmerged_contig_10035,3.4,-0.207,3.607
ACmerged_contig_10035,3.4,-1.62,5.02
ACmerged_contig_10035,3.57,-2.81,6.38
ACmerged_contig_10035,3.41,-2.92,6.33
ACmerged_contig_10035,3.41,0.543,2.867
ACmerged_contig_10035,3.59,-0.164,3.754
ACmerged_contig_10035,3.56,-1.94,5.5
ACmerged_contig_10035,3.49,-1.42,4.91
ACmerged_contig_10035,3.33,1.17,2.16
ACmerged_contig_10035,3.22,2.32,0.9
ACmerged_contig_10035,3.22,-1.64,4.86
ACmerged_contig_10035,3.28,1.32,1.96
ACmerged_contig_10035,3.28,2.1,1.18
ACmerged_contig_10035,3.28,-4.38,7.66
ACmerged_contig_10035,3.2,2.14,1.06
ACmerged_contig_10035,3.2,2.14,1.06
ACmerged_contig_10035,3.2,-0.0848,3.2848
ACmerged_contig_10035,3.2,-0.779,3.979
ACmerged_contig_10035,3.2,1.01,2.19
ACmerged_contig_10035,3.31,2.23,1.08
ACmerged_contig_10035,3.31,0.0311,3.2789
ACmerged_contig_10035,3.31,-0.361,3.671
ACmerged_contig_10035,3.31,-1.19,4.5
ACmerged_contig_10035,3.31,2.39,0.92
ACmerged_contig_10035,3.31,-0.303,3.613
ACmerged_contig_10035,3.25,-1.71,4.96
ACmerged_contig_10035,3.25,1.38,1.87
ACmerged_contig_10035,3.34,2.29,1.05
ACmerged_contig_10035,3.34,-0.279,3.619
ACmerged_contig_10035,3.34,2.14,1.2
ACmerged_contig_10035,3.25,2.07,1.18
ACmerged_contig_10035,3.25,1.05,2.2
ACmerged_contig_10035,3.25,2.34,0.91
ACmerged_contig_10035,3.25,1.08,2.17
ACmerged_contig_10035,3.25,1.41,1.84
ACmerged_contig_10035,3.25,2.33,0.92
ACmerged_contig_10035,3.25,0.394,2.856
ACmerged_contig_10035,3.25,2.34,0.91
ACmerged_contig_10035,2.97,-2.55,5.52
ACmerged_contig_10035,2.97,0.184,2.786
ACmerged_contig_10035,2.83,-2.15,4.98
ACmerged_contig_10035,2.93,-0.277,3.207
ACmerged_contig_10035,2.93,0.52,2.41
ACmerged_contig_10035,2.93,0.526,2.404
ACmerged_contig_10035,3.03,0.627,2.403
ACmerged_contig_10035,3.03,2.1,0.93
ACmerged_contig_10035,3.03,1.99,1.04
ACmerged_contig_10035,3.23,2.19,1.04
ACmerged_contig_10035,3.42,2.22,1.2
ACmerged_contig_10035,3.42,2.51,0.91
ACmerged_contig_10035,3.37,2.34,1.03
ACmerged_contig_10035,3.37,0.196,3.174
ACmerged_contig_10035,3.37,2.18,1.19
ACmerged_contig_10035,3.37,0.964,2.406
ACmerged_contig_10035,3.09,2.18,0.91
ACmerged_contig_10035,3.09,-0.824,3.914
ACmerged_contig_10035,0.866,-0.217,1.083
ACmerged_contig_10035,0.866,-0.109,0.975
ACmerged_contig_10035,2.78,-5.56,8.34
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.75,-5.5,8.25
ACmerged_contig_10035,2.74,-5.49,8.23
ACmerged_contig_10035,2.74,0.874,1.866
ACmerged_contig_10035,2.74,1.54,1.2
ACmerged_contig_10035,2.7,1.76,0.94
ACmerged_contig_10035,2.7,1.5,1.2
ACmerged_contig_10035,2.7,-5.4,8.1
ACmerged_contig_10035,0.875,-1.75,2.625
ACmerged_contig_10035,0.875,-1.75,2.625
ACmerged_contig_10035,0.875,-0.154,1.029
ACmerged_contig_10035,0.875,-1.55,2.425
ACmerged_contig_10035,0.875,-1.34,2.215
ACmerged_contig_10035,0.875,-1.75,2.625
ACmerged_contig_10035,0.812,-1.35,2.162
ACmerged_contig_10035,0.812,-0.471,1.283
ACmerged_contig_10035,0.812,-1.2,2.012
ACmerged_contig_10035,0.669,-0.431,1.1
ACmerged_contig_10035,0.669,-0.636,1.305
ACmerged_contig_10035,0.652,-1.3,1.952
ACmerged_contig_10035,0.805,-1.61,2.415
ACmerged_contig_10035,0.805,-1.61,2.415
ACmerged_contig_10035,0.805,-1.46,2.265
ACmerged_contig_10035,0.805,-0.422,1.227
ACmerged_contig_10035,0.805,-1.61,2.415
ACmerged_contig_10035,0.902,-1.8,2.702
ACmerged_contig_10035,0.902,-1.27,2.172
ACmerged_contig_10035,0.889,-0.126,1.015
ACmerged_contig_10035,0.902,-0.432,1.334
ACmerged_contig_10035,0.902,-1.24,2.142
ACmerged_contig_10035,0.902,-0.444,1.346
ACmerged_contig_10035,0.902,-0.0243,0.9263
ACmerged_contig_10035,0.902,-0.287,1.189
ACmerged_contig_10035,0.765,-0.327,1.092
ACmerged_contig_10035,1.32,-0.925,2.245
ACmerged_contig_10035,1.32,-0.814,2.134
ACmerged_contig_10035,1.32,-0.697,2.017
ACmerged_contig_10035,2.65,-5.3,7.95
ACmerged_contig_10035,2.6,-5.21,7.81
ACmerged_contig_10035,2.6,-5.21,7.81
ACmerged_contig_10035,2.7,1.65,1.05
ACmerged_contig_10035,2.7,1.5,1.2
ACmerged_contig_10035,2.7,0.848,1.852
ACmerged_contig_10035,2.7,0.538,2.162
ACmerged_contig_10035,2.65,-2.68,5.33
ACmerged_contig_10035,2.65,0.452,2.198
ACmerged_contig_10035,2.65,0.496,2.154
ACmerged_contig_10035,2.65,0.23,2.42
ACmerged_contig_10035,2.65,0.55,2.1
ACmerged_contig_10035,2.69,1.66,1.03
ACmerged_contig_10035,2.69,1.65,1.04
ACmerged_contig_10035,2.69,1.51,1.18
ACmerged_contig_10035,2.58,0.737,1.843
ACmerged_contig_10035,2.58,-2.79,5.37
ACmerged_contig_10035,2.58,1.66,0.92
ACmerged_contig_10035,2.58,0.732,1.848
ACmerged_contig_10035,2.58,-5.16,7.74
ACmerged_contig_10035,2.58,-0.682,3.262
ACmerged_contig_10035,2.58,1.4,1.18
ACmerged_contig_10035,2.58,1.67,0.91
ACmerged_contig_10035,2.58,-3.91,6.49
ACmerged_contig_10035,2.53,1.49,1.04
ACmerged_contig_10035,2.51,1.32,1.19
ACmerged_contig_10035,2.39,1.31,1.08
ACmerged_contig_10035,2.39,1.2,1.19
ACmerged_contig_10035,2.39,1.21,1.18
ACmerged_contig_10035,2.37,1.19,1.18
ACmerged_contig_10035,2.05,-0.357,2.407
ACmerged_contig_10054,1.94,-3.88,5.82
ACmerged_contig_10054,2.94,1.77,1.17
ACmerged_contig_10054,2.94,2.02,0.92
ACmerged_contig_10054,2.94,-5.88,8.82
ACmerged_contig_10054,3.09,0.719,2.371
ACmerged_contig_10054,3.09,-0.703,3.793
ACmerged_contig_10054,3.09,-6.17,9.26
ACmerged_contig_10054,3.11,-6.22,9.33
ACmerged_contig_10054,3.11,-3.08,6.19
ACmerged_contig_10054,3.11,-6.22,9.33
ACmerged_contig_10054,3.11,-5.4,8.51
ACmerged_contig_10054,3.11,1.25,1.86
ACmerged_contig_10054,3.11,-6.22,9.33
ACmerged_contig_10054,3.11,-6.22,9.33
ACmerged_contig_10054,3.11,-1.7,4.81
ACmerged_contig_10054,3.01,-6.02,9.03
ACmerged_contig_10054,3.23,2.07,1.16
ACmerged_contig_10054,3.23,-6.47,9.7
ACmerged_contig_10054,3.09,-6.17,9.26
ACmerged_contig_10054,3.12,-6.24,9.36
ACmerged_contig_10054,3.1,1.94,1.16
ACmerged_contig_10054,3.1,-6.21,9.31
ACmerged_contig_10054,2.33,0.0983,2.2317
ACmerged_contig_10054,2.33,1.23,1.1
ACmerged_contig_10054,2.33,-4.66,6.99
ACmerged_contig_10054,1.99,-2.79,4.78
ACmerged_contig_10054,1.99,-1.81,3.8
ACmerged_contig_10054,1.99,-3.98,5.97
ACmerged_contig_10054,2.08,-1.81,3.89
ACmerged_contig_10054,2.08,-1.59,3.67
ACmerged_contig_10054,2.08,-2.95,5.03
ACmerged_contig_10054,1.85,0.755,1.095
ACmerged_contig_10054,1.85,-0.387,2.237
ACmerged_contig_10054,1.85,0.67,1.18
ACmerged_contig_10054,1.85,0.683,1.167
ACmerged_contig_10054,1.85,-0.881,2.731
ACmerged_contig_10054,1.85,0.675,1.175
ACmerged_contig_10054,2.36,1.43,0.93
ACmerged_contig_10054,2.36,-0.627,2.987
ACmerged_contig_10054,2.36,-1.24,3.6
ACmerged_contig_10054,2.21,-2.17,4.38
ACmerged_contig_10054,2.15,0.993,1.157
ACmerged_contig_10054,2.28,-4.56,6.84
ACmerged_contig_10054,2.25,0.266,1.984
ACmerged_contig_10054,2.25,-4.5,6.75
ACmerged_contig_10054,1.65,0.733,0.917
ACmerged_contig_10054,1.65,-3.31,4.96
ACmerged_contig_10054,1.1,-2.2,3.3
ACmerged_contig_10054,2.48,-0.631,3.111
ACmerged_contig_10054,2.48,0.512,1.968
ACmerged_contig_10054,2.42,-4.45,6.87
ACmerged_contig_10054,2.43,-4.86,7.29
ACmerged_contig_10054,2.27,-4.54,6.81
ACmerged_contig_10054,1.47,-2.95,4.42
ACmerged_contig_10054,2.75,-2.3,5.05
ACmerged_contig_10054,2.75,-0.233,2.983
ACmerged_contig_10054,2.69,0.774,1.916
ACmerged_contig_10054,3.07,-1.79,4.86
ACmerged_contig_10054,3.07,-2.17,5.24
ACmerged_contig_10054,3.08,-4.87,7.95
ACmerged_contig_10054,3.08,-1.69,4.77
ACmerged_contig_10054,3.08,-1.6,4.68
ACmerged_contig_10054,2.48,0.712,1.768
ACmerged_contig_10054,2.48,1.55,0.93
ACmerged_contig_10054,2.48,-3.24,5.72
ACmerged_contig_10054,2.47,-2.54,5.01
ACmerged_contig_10054,2.54,1.62,0.92
ACmerged_contig_10054,2.54,-3.06,5.6
ACmerged_contig_10054,2.53,-1.12,3.65
ACmerged_contig_10054,2.54,-2.1,4.64
ACmerged_contig_10054,2.54,-3.5,6.04
ACmerged_contig_10054,2.54,-0.151,2.691
ACmerged_contig_10054,2.47,-2.17,4.64
ACmerged_contig_10054,2.47,-1.2,3.67
ACmerged_contig_10054,2.47,-0.232,2.702
ACmerged_contig_10054,2.49,-0.206,2.696
ACmerged_contig_10054,2.49,-0.206,2.696
ACmerged_contig_10054,2.49,-0.403,2.893
ACmerged_contig_10054,2.62,1.42,1.2
ACmerged_contig_10054,2.62,0.206,2.414
ACmerged_contig_10054,2.62,-5.24,7.86
ACmerged_contig_10054,2.64,-0.17,2.81
ACmerged_contig_10054,2.64,0.783,1.857
ACmerged_contig_10054,2.64,-5.27,7.91
ACmerged_contig_10054,3.14,-6.27,9.41
ACmerged_contig_10054,3.12,-4.23,7.35
ACmerged_contig_10054,3.08,-3.17,6.25
ACmerged_contig_10054,3.48,-6.95,10.43
ACmerged_contig_10054,3.51,-1.64,5.15
ACmerged_contig_10054,3.51,0.611,2.899
ACmerged_contig_10054,3.51,-1.56,5.07
ACmerged_contig_10054,3.51,-7.02,10.53
ACmerged_contig_10054,3.53,2.35,1.18
ACmerged_contig_10054,3.53,2.61,0.92
ACmerged_contig_10054,3.53,-0.156,3.686
ACmerged_contig_10054,3.53,-7.06,10.59
ACmerged_contig_10054,3.53,-7.06,10.59
ACmerged_contig_10054,3.53,-3.64,7.17
ACmerged_contig_10054,3.53,-7.06,10.59
ACmerged_contig_10054,3.46,-1.47,4.93
ACmerged_contig_10054,3.46,1.58,1.88
ACmerged_contig_10054,3.46,-6.92,10.38
ACmerged_contig_10054,3.2,-6.4,9.6
ACmerged_contig_10054,3.2,-6.4,9.6
ACmerged_contig_10054,3.2,1.67,1.53
ACmerged_contig_10054,3.17,2.23,0.94
ACmerged_contig_10054,3.17,-6.34,9.51
ACmerged_contig_10054,3.06,0.197,2.863
ACmerged_contig_10054,3.06,-6.12,9.18
ACmerged_contig_10054,3.04,-6.08,9.12
ACmerged_contig_10054,2.66,1.51,1.15
ACmerged_contig_10054,2.06,1.14,0.92
ACmerged_contig_10054,2.06,0.871,1.189
ACmerged_contig_10054,2.06,-0.289,2.349
ACmerged_contig_10054,2.18,-0.0552,2.2352
ACmerged_contig_10054,2.18,-1.64,3.82
ACmerged_contig_10054,2.12,-0.537,2.657
ACmerged_contig_10054,2.19,-1.46,3.65
ACmerged_contig_10054,2.15,1.26,0.89
ACmerged_contig_10054,2.15,1.15,1
ACmerged_contig_10054,2.24,1.08,1.16
ACmerged_contig_10054,2.13,1.26,0.87
ACmerged_contig_10054,2.13,1.25,0.88
ACmerged_contig_10054,2.13,1.27,0.86
ACmerged_contig_10054,2.13,-4.25,6.38
ACmerged_contig_10054,2.13,-0.235,2.365
ACmerged_contig_10054,2.13,1.2,0.93
ACmerged_contig_10054,2.13,-0.426,2.556
ACmerged_contig_10054,2.09,-2.65,4.74
ACmerged_contig_10054,1.99,1.07,0.92
ACmerged_contig_10054,1.99,0.226,1.764
ACmerged_contig_10054,1.79,0.873,0.917
ACmerged_contig_10054,1.79,-3.43,5.22
ACmerged_contig_10054,1.53,-0.711,2.241
ACmerged_contig_10054,1.53,0.61,0.92
ACmerged_contig_10054,1.53,-0.24,1.77
ACmerged_contig_10054,1.75,0.857,0.893
ACmerged_contig_10054,1.75,-0.121,1.871
ACmerged_contig_10054,1.75,0.615,1.135
ACmerged_contig_10054,3.09,-0.318,3.408
ACmerged_contig_10054,3.09,-0.274,3.364
ACmerged_contig_10054,3.09,0.746,2.344
ACmerged_contig_10054,3.04,2.18,0.86
ACmerged_contig_10054,3.04,1.29,1.75
ACmerged_contig_10054,3.04,-0.559,3.599
ACmerged_contig_10054,3.23,-0.115,3.345
ACmerged_contig_10054,3.23,-3.73,6.96
ACmerged_contig_10054,3.23,2.37,0.86
ACmerged_contig_10054,3.41,2.3,1.11
ACmerged_contig_10054,3.41,2.32,1.09
ACmerged_contig_10054,3.41,2.24,1.17
ACmerged_contig_10054,3.41,0.528,2.882
ACmerged_contig_10054,3.41,-0.098,3.508
ACmerged_contig_10054,3.54,-2.5,6.04
